Date,Open,High,Low,Close,Adj Close,Volume
2022-04-21 00:00:00-04:00,129.35000610351562,130.3074951171875,124.6500015258789,124.9375,124.9375,30158000
2022-04-22 00:00:00-04:00,125.0,125.4520034790039,119.1405029296875,119.61399841308594,119.61399841308594,46410000
2022-04-25 00:00:00-04:00,119.42949676513672,123.27799987792969,118.76924896240234,123.25,123.25,34522000
2022-04-26 00:00:00-04:00,122.75,122.75,119.16184997558594,119.50599670410156,119.50599670410156,49394000
2022-04-27 00:00:00-04:00,114.37300109863281,117.5,113.12425231933594,115.02050018310547,115.02050018310547,62238000
2022-04-28 00:00:00-04:00,117.11499786376953,120.4384994506836,115.1438980102539,119.4114990234375,119.4114990234375,36790000
2022-04-29 00:00:00-04:00,117.5780029296875,118.95999908447266,114.69400024414062,114.96649932861328,114.96649932861328,33694000
2022-05-02 00:00:00-04:00,113.90650177001953,117.3395004272461,113.39949798583984,117.15699768066406,117.15699768066406,30280000
2022-05-03 00:00:00-04:00,116.76499938964844,119.30000305175781,116.62699890136719,118.12950134277344,118.12950134277344,21216000
2022-05-04 00:00:00-04:00,118.00350189208984,123.14299774169922,115.7385025024414,122.57499694824219,122.57499694824219,33232000
2022-05-05 00:00:00-04:00,120.22049713134766,121.2332534790039,115.18250274658203,116.74649810791016,116.74649810791016,43090000
2022-05-06 00:00:00-04:00,115.51899719238281,117.49849700927734,114.14299774169922,115.66000366210938,115.66000366210938,35310000
2022-05-09 00:00:00-04:00,113.30349731445312,115.56289672851562,112.55149841308594,113.08399963378906,113.08399963378906,34520000
2022-05-10 00:00:00-04:00,116.04049682617188,116.69100189208984,113.38330078125,114.58450317382812,114.58450317382812,31158000
2022-05-11 00:00:00-04:00,113.71050262451172,116.6709976196289,113.6500015258789,113.96099853515625,113.96099853515625,36502000
2022-05-12 00:00:00-04:00,111.93800354003906,114.85649871826172,110.1135025024414,113.16100311279297,113.16100311279297,41464000
2022-05-13 00:00:00-04:00,114.84549713134766,118.08499908447266,114.0,116.5155029296875,116.5155029296875,29738000
2022-05-16 00:00:00-04:00,115.38400268554688,116.60749816894531,114.33499908447266,114.7925033569336,114.7925033569336,23282000
2022-05-17 00:00:00-04:00,117.22750091552734,117.22750091552734,115.3375015258789,116.70149993896484,116.70149993896484,21576000
2022-05-18 00:00:00-04:00,115.23750305175781,115.69564819335938,112.14199829101562,112.4010009765625,112.4010009765625,27982000
2022-05-19 00:00:00-04:00,111.84100341796875,113.5875015258789,110.46800231933594,110.74549865722656,110.74549865722656,29192000
2022-05-20 00:00:00-04:00,112.08550262451172,112.55000305175781,106.37300109863281,109.31300354003906,109.31300354003906,37586000
2022-05-23 00:00:00-04:00,110.10399627685547,112.00550079345703,109.15425109863281,111.66649627685547,111.66649627685547,31558000
2022-05-24 00:00:00-04:00,106.37750244140625,106.3949966430664,102.20800018310547,105.9260025024414,105.9260025024414,60386000
2022-05-25 00:00:00-04:00,105.14199829101562,106.5447006225586,104.21125030517578,105.8395004272461,105.8395004272461,37900000
2022-05-26 00:00:00-04:00,106.05049896240234,108.95525360107422,105.48799896240234,108.2959976196289,108.2959976196289,30288000
2022-05-27 00:00:00-04:00,109.78849792480469,112.86799621582031,109.55000305175781,112.79900360107422,112.79900360107422,29924000
2022-05-31 00:00:00-04:00,113.0790023803711,116.43350219726562,112.57250213623047,114.03900146484375,114.03900146484375,51302000
2022-06-01 00:00:00-04:00,114.93150329589844,117.39900207519531,113.55049896240234,114.13700103759766,114.13700103759766,28630000
2022-06-02 00:00:00-04:00,114.18800354003906,117.89800262451172,113.30799865722656,117.74600219726562,117.74600219726562,27472000
2022-06-03 00:00:00-04:00,115.99250030517578,116.364501953125,113.66799926757812,114.56400299072266,114.56400299072266,25052000
2022-06-06 00:00:00-04:00,116.74250030517578,119.39849853515625,116.5282974243164,117.010498046875,117.010498046875,23786000
